product_id;category;sub_category;product_name;price
OFF-PA-10004092;Office Supplies;Paper;Tops Green Bar Computer Printout Paper;48.94
FUR-TA-10000198;Furniture;Tables;Chromcraft Bull-Nose Wood Oval Conference Tables & Bases;1322.35
OFF-ST-10000036;Office Supplies;Storage;Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16;197.58
FUR-FU-10000222;Furniture;Furnishings;"Seth Thomas 16"" Steel Case Clock";64.96
OFF-SU-10004664;Office Supplies;Supplies;Acme Softgrip Scissors;39.07
OFF-EN-10001141;Office Supplies;Envelopes;"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""";8.78
TEC-PH-10002170;Technology;Phones;ClearSounds CSC500 Amplified Spirit Phone Corded phone;55.99
OFF-PA-10001954;Office Supplies;Paper;Xerox 1964;45.68
FUR-TA-10002228;Furniture;Tables;Bevis Traditional Conference Table Top, Plinth Base;400.03
OFF-ST-10004634;Office Supplies;Storage;Personal Folder Holder, Ebony;11.21
TEC-AC-10003610;Technology;Accessories;Logitech Illuminated - Keyboard;119.98
FUR-BO-10001619;Furniture;Bookcases;O'Sullivan Cherrywood Estates Traditional Bookcase;84.98
OFF-BI-10000138;Office Supplies;Binders;Acco Translucent Poly Ring Binders;2.81
TEC-AC-10001383;Technology;Accessories;Logitech Wireless Touch Keyboard K400;39.98
OFF-LA-10003223;Office Supplies;Labels;Avery 508;9.82
OFF-BI-10004094;Office Supplies;Binders;GBC Standard Plastic Binding Systems Combs;2.66
OFF-PA-10004971;Office Supplies;Paper;Xerox 196;4.62
OFF-SU-10004261;Office Supplies;Supplies;"Fiskars 8"" Scissors, 2/Pack";34.48
TEC-PH-10000004;Technology;Phones;Belkin iPhone and iPad Lightning Cable;11.99
OFF-BI-10003638;Office Supplies;Binders;GBC Durable Plastic Covers;11.61
FUR-FU-10003577;Furniture;Furnishings;Nu-Dell Leatherette Frames;43.02
OFF-BI-10000546;Office Supplies;Binders;Avery Durable Binders;1.73
TEC-CO-10002095;Technology;Copiers;Hewlett Packard 610 Color Digital Copier / Printer;799.98
FUR-TA-10001095;Furniture;Tables;Chromcraft Round Conference Tables;209.15
OFF-LA-10004484;Office Supplies;Labels;Avery 476;4.13
OFF-EN-10001532;Office Supplies;Envelopes;Brown Kraft Recycled Envelopes;16.98
TEC-AC-10003174;Technology;Accessories;Plantronics S12 Corded Telephone Headset System;258.7
OFF-BI-10004187;Office Supplies;Binders;3-ring staple pack;3.76
OFF-ST-10000025;Office Supplies;Storage;Fellowes Stor/Drawer Steel Plus Storage Drawers;152.69
FUR-FU-10004306;Furniture;Furnishings;Electrix Halogen Magnifier Lamp;77.72
FUR-CH-10003746;Furniture;Chairs;Hon 4070 Series Pagoda Round Back Stacking Chairs;449.37
OFF-BI-10001036;Office Supplies;Binders;Cardinal EasyOpen D-Ring Binders;9.14
OFF-BI-10000301;Office Supplies;Binders;GBC Instant Report Kit;1.94
OFF-AR-10004648;Office Supplies;Art;Boston 19500 Mighty Mite Electric Pencil Sharpener;40.3
FUR-FU-10002597;Furniture;Furnishings;C-Line Magnetic Cubicle Keepers, Clear Polypropylene;7.9
OFF-AR-10003405;Office Supplies;Art;Dixon My First Ticonderoga Pencil, #2;14.04
FUR-CH-10002335;Furniture;Chairs;Hon GuestStacker Chair;408.01
OFF-PA-10003657;Office Supplies;Paper;Xerox 1927;4.28
FUR-BO-10004409;Furniture;Bookcases;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;35.49
TEC-AC-10000057;Technology;Accessories;Microsoft Natural Ergonomic Keyboard 4000;47.98
OFF-EN-10000056;Office Supplies;Envelopes;Cameo Buff Policy Envelopes;124.46
OFF-BI-10000014;Office Supplies;Binders;Heavy-Duty E-Z-D Binders;2.18
FUR-CH-10004675;Furniture;Chairs;Lifetime Advantage Folding Chairs, 4/Carton;305.31
OFF-BI-10001132;Office Supplies;Binders;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""";4.84
FUR-CH-10003199;Furniture;Chairs;Office Star - Contemporary Task Swivel Chair;155.37
TEC-PH-10001530;Technology;Phones;Cisco Unified IP Phone 7945G VoIP phone;247.19
OFF-LA-10001569;Office Supplies;Labels;Avery 499;3.98
OFF-PA-10000176;Office Supplies;Paper;Xerox 1887;15.18
OFF-LA-10002271;Office Supplies;Labels;Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set;4.93
FUR-FU-10004090;Furniture;Furnishings;"Executive Impressions 14"" Contract Wall Clock";22.23
OFF-AP-10000576;Office Supplies;Appliances;Belkin 7 Outlet SurgeMaster II;39.48
OFF-PA-10003953;Office Supplies;Paper;Xerox 218;5.18
FUR-FU-10000794;Furniture;Furnishings;Eldon Stackable Tray, Side-Load, Legal, Smoke;18.28
OFF-AR-10001897;Office Supplies;Art;Model L Table or Wall-Mount Pencil Sharpener;43.18
TEC-PH-10001795;Technology;Phones;ClearOne CHATAttach 160 - speaker phone;239.97
TEC-AC-10004901;Technology;Accessories;Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver;39.99
OFF-AR-10003190;Office Supplies;Art;Newell 32;2.88
OFF-AP-10000240;Office Supplies;Appliances;Belkin F9G930V10-GRY 9 Outlet Surge;21.39
TEC-AC-10001838;Technology;Accessories;Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset;199.99
OFF-PA-10003651;Office Supplies;Paper;Xerox 1968;5.34
OFF-BI-10003094;Office Supplies;Binders;Self-Adhesive Ring Binder Labels;1.41
FUR-CH-10001394;Furniture;Chairs;Global Leather Executive Chair;280.79
OFF-BI-10004230;Office Supplies;Binders;GBC Recycled Grain Textured Covers;20.72
OFF-PA-10003395;Office Supplies;Paper;Xerox 1941;83.88
TEC-AC-10002402;Technology;Accessories;Razer Kraken PRO Over Ear PC and Music Headset;127.98
TEC-AC-10003441;Technology;Accessories;Kingston Digital DataTraveler 32GB USB 2.0;16.95
OFF-FA-10002280;Office Supplies;Fasteners;Advantus Plastic Paper Clips;15
OFF-SU-10000381;Office Supplies;Supplies;Acme Forged Steel Scissors with Black Enamel Handles;18.62
OFF-EN-10004459;Office Supplies;Envelopes;Security-Tint Envelopes;12.22
FUR-CH-10000665;Furniture;Chairs;Global Airflow Leather Mesh Back Chair, Black;271.76
OFF-AP-10003884;Office Supplies;Appliances;Fellowes Smart Surge Ten-Outlet Protector, Platinum;180.66
TEC-PH-10001557;Technology;Phones;Pyle PMP37LED;153.58
TEC-PH-10002085;Technology;Phones;Clarity 53712;65.99
OFF-AR-10002956;Office Supplies;Art;Boston 16801 Nautilus Battery Pencil Sharpener;35.22
OFF-AP-10003266;Office Supplies;Appliances;Holmes Replacement Filter for HEPA Air Cleaner, Large Room;23.7
TEC-MA-10004002;Technology;Machines;Zebra GX420t Direct Thermal/Thermal Transfer Printer;265.48
OFF-BI-10001071;Office Supplies;Binders;GBC ProClick Punch Binding System;51.18
OFF-PA-10001560;Office Supplies;Paper;Adams Telephone Message Books, 5 1/4” x 11”;4.83
OFF-AR-10002578;Office Supplies;Art;Newell 335;5.76
FUR-BO-10001519;Furniture;Bookcases;O'Sullivan 3-Shelf Heavy-Duty Bookcases;87.21
OFF-BI-10001294;Office Supplies;Binders;Fellowes Binding Cases;9.36
OFF-BI-10001636;Office Supplies;Binders;Ibico Plastic and Wire Spiral Binding Combs;6.74
OFF-SU-10002503;Office Supplies;Supplies;Acme Preferred Stainless Steel Scissors;11.36
OFF-LA-10004093;Office Supplies;Labels;Avery 486;7.31
FUR-FU-10003878;Furniture;Furnishings;"Linden 10"" Round Wall Clock, Black";30.56
TEC-AC-10000710;Technology;Accessories;Maxell DVD-RAM Discs;32.96
OFF-AR-10002335;Office Supplies;Art;DIXON Oriole Pencils;2.06
OFF-PA-10001870;Office Supplies;Paper;Xerox 202;6.48
OFF-PA-10001019;Office Supplies;Paper;Xerox 1884;19.98
OFF-SU-10002537;Office Supplies;Supplies;Acme Box Cutter Scissors;20.46
OFF-ST-10003221;Office Supplies;Storage;Staple magnet;10.68
OFF-AR-10003752;Office Supplies;Art;Deluxe Chalkboard Eraser Cleaner;18.48
TEC-AC-10001714;Technology;Accessories;Logitech MX Performance Wireless Mouse;63.82
OFF-AR-10003958;Office Supplies;Art;Newell 337;5.25
TEC-PH-10002923;Technology;Phones;Logitech B530 USB Headset - headset - Full size, Binaural;29.59
OFF-LA-10004272;Office Supplies;Labels;Avery 482;2.89
FUR-FU-10000965;Furniture;Furnishings;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";41.55
OFF-LA-10004853;Office Supplies;Labels;Avery 483;9.96
OFF-BI-10003719;Office Supplies;Binders;Large Capacity Hanging Post Binders;29.94
OFF-BI-10000545;Office Supplies;Binders;GBC Ibimaster 500 Manual ProClick Binding System;456.59
OFF-PA-10003591;Office Supplies;Paper;Southworth 100% Cotton The Best Paper;34.44
OFF-PA-10001790;Office Supplies;Paper;Xerox 1910;38.43
TEC-AC-10002049;Technology;Accessories;Logitech G19 Programmable Gaming Keyboard;297.58
OFF-BI-10003712;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";2.95
OFF-BI-10003984;Office Supplies;Binders;Lock-Up Easel 'Spel-Binder';8.56
FUR-FU-10001424;Furniture;Furnishings;Dax Clear Box Frame;6.98
OFF-BI-10002071;Office Supplies;Binders;Fellowes Black Plastic Comb Bindings;3.49
OFF-ST-10002486;Office Supplies;Storage;Eldon Shelf Savers Cubes and Bins;11.17
TEC-AC-10000927;Technology;Accessories;Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand;29.99
OFF-PA-10001622;Office Supplies;Paper;"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled";4.54
OFF-AR-10003158;Office Supplies;Art;Fluorescent Highlighters by Dixon;12.74
TEC-PH-10002660;Technology;Phones;Nortel Networks T7316 E Nt8 B27;108.78
OFF-BI-10003364;Office Supplies;Binders;Binding Machine Supplies;46.67
OFF-EN-10001099;Office Supplies;Envelopes;Staple envelope;15.65
OFF-PA-10002250;Office Supplies;Paper;Things To Do Today Pad;9.39
OFF-BI-10004716;Office Supplies;Binders;Wilson Jones Hanging Recycled Pressboard Data Binders;8.9
OFF-LA-10001045;Office Supplies;Labels;Permanent Self-Adhesive File Folder Labels for Typewriters by Universal;2.61
OFF-BI-10001510;Office Supplies;Binders;Deluxe Heavy-Duty Vinyl Round Ring Binder;18.34
OFF-PA-10002947;Office Supplies;Paper;Xerox 1923;6.68
OFF-PA-10000019;Office Supplies;Paper;Xerox 1931;6.48
FUR-BO-10003441;Furniture;Bookcases;Bush Westfield Collection Bookcases, Fully Assembled;141.37
TEC-PH-10004774;Technology;Phones;Gear Head AU3700S Headset;25.98
OFF-BI-10003684;Office Supplies;Binders;Wilson Jones Legal Size Ring Binders;13.19
TEC-PH-10001494;Technology;Phones;Polycom CX600 IP Phone VoIP phone;479.92
TEC-AC-10004666;Technology;Accessories;Maxell iVDR EX 500GB Cartridge;826.62
OFF-ST-10003816;Office Supplies;Storage;Fellowes High-Stak Drawer Files;281.9
FUR-TA-10001520;Furniture;Tables;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;99.92
OFF-ST-10001558;Office Supplies;Storage;Acco Perma 4000 Stacking Storage Drawers;12.99
TEC-AC-10002473;Technology;Accessories;Maxell 4.7GB DVD-R;22.7
TEC-PH-10004531;Technology;Phones;OtterBox Commuter Series Case - iPhone 5 & 5s;21.99
OFF-AP-10004487;Office Supplies;Appliances;Kensington 4 Outlet MasterPiece Compact Power Control Center;48.79
OFF-PA-10003543;Office Supplies;Paper;Xerox 1985;10.37
TEC-AC-10004353;Technology;Accessories;Hypercom P1300 Pinpad;100.8
OFF-AR-10001468;Office Supplies;Art;Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set;59.9
OFF-PA-10002195;Office Supplies;Paper;"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set";4.06
OFF-PA-10001745;Office Supplies;Paper;"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page";28.16
OFF-BI-10004826;Office Supplies;Binders;JM Magazine Binder;13.21
OFF-PA-10000289;Office Supplies;Paper;Xerox 213;10.37
OFF-AP-10003040;Office Supplies;Appliances;Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection;33.62
OFF-PA-10000350;Office Supplies;Paper;"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book";17.12
OFF-BI-10001759;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue";6.1
OFF-ST-10001496;Office Supplies;Storage;Standard Rollaway File with Lock;360.38
OFF-BI-10002931;Office Supplies;Binders;"Avery Trapezoid Extra Heavy Duty 4"" Binders";25.16
FUR-TA-10002356;Furniture;Tables;Bevis Boat-Shaped Conference Table;262.11
FUR-FU-10003601;Furniture;Furnishings;Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting;73.78
FUR-TA-10004154;Furniture;Tables;Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer;200.8
OFF-PA-10000788;Office Supplies;Paper;Xerox 210;10.37
FUR-FU-10001940;Furniture;Furnishings;Staple-based wall hangings;6.37
OFF-BI-10004465;Office Supplies;Binders;Avery Durable Slant Ring Binders;3.17
OFF-PA-10002333;Office Supplies;Paper;"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream";15.55
FUR-FU-10004188;Furniture;Furnishings;Luxo Professional Combination Clamp-On Lamps;102.3
OFF-BI-10000145;Office Supplies;Binders;Zipper Ring Binder Pockets;1.25
OFF-LA-10001613;Office Supplies;Labels;Avery File Folder Labels;4.61
OFF-LA-10004055;Office Supplies;Labels;Color-Coded Legal Exhibit Labels;4.91
OFF-PA-10004621;Office Supplies;Paper;Xerox 212;10.37
OFF-PA-10001281;Office Supplies;Paper;Computer Printout Paper with Letter-Trim Fine Perforations;191.6
OFF-ST-10001097;Office Supplies;Storage;Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers;501.81
FUR-FU-10001095;Furniture;Furnishings;DAX Black Cherry Wood-Tone Poster Frame;21.18
OFF-BI-10002012;Office Supplies;Binders;Wilson Jones Easy Flow II Sheet Lifters;1.08
OFF-PA-10004156;Office Supplies;Paper;Xerox 188;11.34
OFF-AR-10000034;Office Supplies;Art;BIC Brite Liner Grip Highlighters, Assorted, 5/Pack;3.39
TEC-PH-10000560;Technology;Phones;Samsung Galaxy S III - 16GB - pebble blue (T-Mobile);559.98
OFF-EN-10000461;Office Supplies;Envelopes;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";13.98
TEC-MA-10003066;Technology;Machines;Wasp CCD Handheld Bar Code Reader;336.51
OFF-BI-10004022;Office Supplies;Binders;Acco Suede Grain Vinyl Round Ring Binder;0.56
OFF-AR-10001988;Office Supplies;Art;Bulldog Table or Wall-Mount Pencil Sharpener;17.97
OFF-PA-10003625;Office Supplies;Paper;Xerox 1979;49.57
OFF-BI-10003925;Office Supplies;Binders;Fellowes PB300 Plastic Comb Binding Machine;310.39
TEC-PH-10001530;Technology;Phones;Plantronics Voyager Pro Legend;247.19
OFF-EN-10003862;Office Supplies;Envelopes;Laser & Ink Jet Business Envelopes;10.67
OFF-ST-10004258;Office Supplies;Storage;Portable Personal File Box;29.3
FUR-FU-10002885;Furniture;Furnishings;Magna Visual Magnetic Picture Hangers;7.71
TEC-AC-10003033;Technology;Accessories;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;263.96
OFF-ST-10000046;Office Supplies;Storage;Fellowes Super Stor/Drawer Files;258.48
OFF-BI-10002049;Office Supplies;Binders;UniKeep View Case Binders;2.93
FUR-FU-10001602;Furniture;Furnishings;"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear";30.34
OFF-ST-10003722;Office Supplies;Storage;Project Tote Personal File;14.03
TEC-AC-10003198;Technology;Accessories;Enermax Acrylux Wireless Keyboard;99.6
FUR-FU-10002191;Furniture;Furnishings;G.E. Halogen Desk Lamp Bulbs;5.58
TEC-PH-10004188;Technology;Phones;OtterBox Commuter Series Case - Samsung Galaxy S4;39.98
OFF-ST-10001526;Office Supplies;Storage;Iceberg Mobile Mega Data/Printer Cart;120.33
OFF-AR-10001166;Office Supplies;Art;Staples in misc. colors;7.58
FUR-CH-10000309;Furniture;Chairs;Global Comet Stacking Arm Chair;887.27
TEC-MA-10004212;Technology;Machines;Cisco SPA525G2 5-Line IP Phone;1379.92
OFF-EN-10003072;Office Supplies;Envelopes;Peel & Seel Envelopes;6.21
OFF-BI-10000320;Office Supplies;Binders;GBC Plastic Binding Combs;1.48
OFF-PA-10001166;Office Supplies;Paper;Xerox 2;5.18
OFF-PA-10003656;Office Supplies;Paper;Xerox 1935;63.31
TEC-PH-10000148;Technology;Phones;Cyber Acoustics AC-202b Speech Recognition Stereo Headset;12.99
TEC-PH-10003885;Technology;Phones;Cisco SPA508G;39.59
OFF-LA-10001175;Office Supplies;Labels;Avery 514;4.61
OFF-PA-10000955;Office Supplies;Paper;Southworth 25% Cotton Granite Paper & Envelopes;6.54
FUR-FU-10003975;Furniture;Furnishings;Eldon Advantage Chair Mats for Low to Medium Pile Carpets;43.31
OFF-BI-10003707;Office Supplies;Binders;Aluminum Screw Posts;6.1
OFF-AR-10000203;Office Supplies;Art;Newell 336;10.27
OFF-AR-10004790;Office Supplies;Art;Staples in misc. colors;28.73
TEC-AC-10004761;Technology;Accessories;Maxell 4.7GB DVD+RW 3/Pack;25.49
FUR-BO-10001811;Furniture;Bookcases;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;180.59
OFF-AR-10001130;Office Supplies;Art;Quartet Alpha White Chalk, 12/Pack;6.63
OFF-AP-10000055;Office Supplies;Appliances;Belkin F9S820V06 8 Outlet Surge;12.99
FUR-CH-10002304;Furniture;Chairs;Global Stack Chair without Arms, Black;41.57
FUR-FU-10000293;Furniture;Furnishings;Eldon Antistatic Chair Mats for Low to Medium Pile Carpets;168.46
OFF-PA-10001307;Office Supplies;Paper;Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad;6.72
FUR-FU-10004460;Furniture;Furnishings;"Howard Miller 12"" Round Wall Clock";196.45
OFF-AR-10000716;Office Supplies;Art;DIXON Ticonderoga Erasable Checking Pencils;5.58
FUR-FU-10004622;Furniture;Furnishings;Eldon Advantage Foldable Chair Mats for Low Pile Carpets;108.4
OFF-BI-10003529;Office Supplies;Binders;Avery Round Ring Poly Binders;0.85
OFF-BI-10001097;Office Supplies;Binders;Avery Hole Reinforcements;1.87
OFF-BI-10001597;Office Supplies;Binders;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";24.59
OFF-FA-10001754;Office Supplies;Fasteners;Stockwell Gold Paper Clips;3.68
OFF-FA-10004838;Office Supplies;Fasteners;Super Bands, 12/Pack;4.46
TEC-PH-10002115;Technology;Phones;Plantronics 81402;65.99
OFF-FA-10003059;Office Supplies;Fasteners;Assorted Color Push Pins;1.45
OFF-BI-10004330;Office Supplies;Binders;GBC Velobind Prepunched Cover Sets, Regency Series;33.28
OFF-BI-10003669;Office Supplies;Binders;3M Organizer Strips;4.86
OFF-BI-10003727;Office Supplies;Binders;Avery Durable Slant Ring Binders With Label Holder;0.84
TEC-AC-10003447;Technology;Accessories;Micropad Numeric Keypads;31.98
OFF-AR-10000255;Office Supplies;Art;Newell 328;11.68
OFF-AP-10002191;Office Supplies;Appliances;Belkin 8 Outlet SurgeMaster II Gold Surge Protector;23.99
OFF-PA-10000349;Office Supplies;Paper;Easy-staple paper;9.96
FUR-CH-10002880;Furniture;Chairs;Global High-Back Leather Tilter, Burgundy;98.39
OFF-PA-10003127;Office Supplies;Paper;Easy-staple paper;26.38
TEC-MA-10003979;Technology;Machines;Ativa V4110MDD Micro-Cut Shredder;2799.96
OFF-PA-10000029;Office Supplies;Paper;Xerox 224;6.48
OFF-LA-10000452;Office Supplies;Labels;Avery 488;3.15
TEC-PH-10001819;Technology;Phones;Innergie mMini Combo Duo USB Travel Charging Kit;71.98
OFF-AR-10002952;Office Supplies;Art;Stanley Contemporary Battery Pencil Sharpeners;26.7
TEC-PH-10000576;Technology;Phones;AT&T 1080 Corded phone;136.99
OFF-PA-10000605;Office Supplies;Paper;Xerox 1950;9.25
OFF-ST-10004340;Office Supplies;Storage;Fellowes Mobile File Cart, Black;62.18
OFF-BI-10004001;Office Supplies;Binders;GBC Recycled VeloBinder Covers;6.82
FUR-TA-10004147;Furniture;Tables;Hon 4060 Series Tables;67.18
OFF-AR-10001545;Office Supplies;Art;Newell 326;3.52
TEC-AC-10001013;Technology;Accessories;Logitech ClearChat Comfort/USB Headset H390;29.29
OFF-AR-10002255;Office Supplies;Art;Newell 346;2.3
OFF-PA-10001892;Office Supplies;Paper;"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4";7.64
OFF-BI-10003676;Office Supplies;Binders;GBC Standard Recycled Report Covers, Clear Plastic Sheets;4.31
OFF-FA-10003495;Office Supplies;Fasteners;Staples;6.08
OFF-EN-10003798;Office Supplies;Envelopes;Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13;27.31
TEC-PH-10003589;Technology;Phones;invisibleSHIELD by ZAGG Smudge-Free Screen Protector;32.38
OFF-PA-10004735;Office Supplies;Paper;Xerox 1905;10.37
FUR-BO-10002206;Furniture;Bookcases;Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order;119.83
OFF-PA-10000141;Office Supplies;Paper;"Ampad Evidence Wirebond Steno Books, 6"" x 9""";3.49
TEC-PH-10001061;Technology;Phones;Apple iPhone 5C;159.98
OFF-AR-10002375;Office Supplies;Art;Newell 351;3.28
OFF-EN-10001539;Office Supplies;Envelopes;Staple envelope;15.56
FUR-TA-10004086;Furniture;Tables;KI Adjustable-Height Table;51.59
OFF-PA-10000100;Office Supplies;Paper;Xerox 1945;40.99
OFF-LA-10000973;Office Supplies;Labels;Avery 502;5.04
OFF-ST-10001476;Office Supplies;Storage;Steel Personal Filing/Posting Tote;85.22
OFF-EN-10002831;Office Supplies;Envelopes;Tyvek  Top-Opening Peel & Seel  Envelopes, Gray;71.88
OFF-PA-10001763;Office Supplies;Paper;Xerox 1896;19.98
OFF-BI-10002072;Office Supplies;Binders;Cardinal Slant-D Ring Binders;10.43
OFF-FA-10001561;Office Supplies;Fasteners;Stockwell Push Pins;3.49
TEC-MA-10004241;Technology;Machines;Star Micronics TSP800 TSP847IIU Receipt Printer;600.53
OFF-AP-10003849;Office Supplies;Appliances;Hoover Shoulder Vac Commercial Portable Vacuum;143.13
OFF-FA-10000735;Office Supplies;Fasteners;Staples;4.67
OFF-BI-10003350;Office Supplies;Binders;Acco Expandable Hanging Binders;7.66
TEC-PH-10000307;Technology;Phones;Shocksock Galaxy S4 Armband;10.95
TEC-CO-10004202;Technology;Copiers;Brother DCP1000 Digital 3 in 1 Multifunction Machine;479.98
FUR-FU-10001852;Furniture;Furnishings;Eldon Regeneration Recycled Desk Accessories, Smoke;2.78
OFF-AR-10003759;Office Supplies;Art;Crayola Anti Dust Chalk, 12/Pack;2.91
OFF-ST-10004337;Office Supplies;Storage;SAFCO Commercial Wire Shelving, 72h;97.98
FUR-TA-10001932;Furniture;Tables;"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table";384.77
FUR-CH-10002126;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs;195.18
OFF-AP-10000576;Office Supplies;Appliances;Belkin 325VA UPS Surge Protector, 6';39.48
TEC-PH-10004700;Technology;Phones;PowerGen Dual USB Car Charger;7.99
OFF-BI-10003429;Office Supplies;Binders;Cardinal HOLDit! Binder Insert Strips,Extra Strips;3.8
FUR-FU-10004952;Furniture;Furnishings;C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx;109.48
OFF-PA-10003172;Office Supplies;Paper;Xerox 1996;12.96
OFF-ST-10002352;Office Supplies;Storage;Iris Project Case;12.77
OFF-PA-10002259;Office Supplies;Paper;"Geographics Note Cards, Blank, White, 8 1/2"" x 11""";17.9
OFF-BI-10002976;Office Supplies;Binders;ACCOHIDE Binder by Acco;7.43
OFF-BI-10003694;Office Supplies;Binders;"Avery 3 1/2"" Diskette Storage Pages, 10/Pack";9.4
OFF-LA-10004425;Office Supplies;Labels;Staple-on labels;5.78
FUR-CH-10001270;Furniture;Chairs;Harbour Creations Steel Folding Chair;172.5
TEC-PH-10004539;Technology;Phones;Wireless Extenders zBoost YX545 SOHO Signal Booster;151.19
OFF-AR-10001919;Office Supplies;Art;OIC #2 Pencils, Medium Soft;1.5
TEC-PH-10003655;Technology;Phones;Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4;5.94
OFF-BI-10004656;Office Supplies;Binders;Peel & Stick Add-On Corner Pockets;1.73
OFF-ST-10002344;Office Supplies;Storage;"Carina 42""Hx23 3/4""W Media Storage Unit";64.78
TEC-PH-10004447;Technology;Phones;Toshiba IPT2010-SD IP Telephone;222.38
FUR-CH-10003973;Furniture;Chairs;GuestStacker Chair with Chrome Finish Legs;520.46
OFF-PA-10000682;Office Supplies;Paper;Xerox 1924;4.62
FUR-FU-10002268;Furniture;Furnishings;Ultra Door Push Plate;9.82
TEC-AC-10001990;Technology;Accessories;Kensington Orbit Wireless Mobile Trackball for PC and Mac;47.99
FUR-CH-10004540;Furniture;Chairs;Global Chrome Stack Chair;47.99
OFF-ST-10002292;Office Supplies;Storage;Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish;593.57
OFF-AR-10004999;Office Supplies;Art;Newell 315;11.96
OFF-BI-10001031;Office Supplies;Binders;Pressboard Data Binders by Wilson Jones;3.2
OFF-BI-10002432;Office Supplies;Binders;Wilson Jones Standard D-Ring Binders;3.04
FUR-FU-10001867;Furniture;Furnishings;Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry;17.02
TEC-PH-10002200;Technology;Phones;Samsung Galaxy Note 2;258.53
TEC-PH-10000439;Technology;Phones;GE DSL Phone Line Filter;39.99
OFF-PA-10001685;Office Supplies;Paper;Easy-staple paper;16.22
OFF-ST-10001418;Office Supplies;Storage;Carina Media Storage Towers in Natural & Black;146.35
OFF-ST-10000676;Office Supplies;Storage;Fellowes Econo/Stor Drawers;193.86
OFF-AR-10001022;Office Supplies;Art;SANFORD Liquid Accent Tank-Style Highlighters;2.84
OFF-EN-10003055;Office Supplies;Envelopes;Blue String-Tie & Button Interoffice Envelopes, 10 x 13;79.96
TEC-CO-10001046;Technology;Copiers;Canon Imageclass D680 Copier / Fax;559.99
FUR-FU-10000076;Furniture;Furnishings;24-Hour Round Wall Clock;19.98
FUR-FU-10003268;Furniture;Furnishings;Eldon Radial Chair Mat for Low to Medium Pile Carpets;31.98
FUR-FU-10003691;Furniture;Furnishings;Eldon Image Series Desk Accessories, Ebony;12.35
OFF-AR-10003903;Office Supplies;Art;Sanford 52201 APSCO Electric Pencil Sharpener;32.78
TEC-PH-10003442;Technology;Phones;Samsung Replacement EH64AVFWE Premium Headset;5.5
OFF-BI-10004519;Office Supplies;Binders;GBC DocuBind P100 Manual Binding Machine;99.59
OFF-EN-10004955;Office Supplies;Envelopes;Fashion Color Clasp Envelopes;12.98
FUR-TA-10004619;Furniture;Tables;Hon Non-Folding Utility Tables;446.07
FUR-BO-10004467;Furniture;Bookcases;Bestar Classic Bookcase;67.99
OFF-AR-10002280;Office Supplies;Art;Staples in misc. colors;15.53
